X,A,Y
-0.50183952461055,0,-1.5510540662200123
1.8028572256396647,0,1.804722068633991
0.9279757672456204,1,1.4883769837906038
0.3946339367881464,0,-1.143143981953152
-1.375925438230254,1,0.5102033659268208
-1.3760219186551894,0,-1.3738252302054752
-1.7676655513272022,1,-1.9760658671463558
1.4647045830997407,1,1.992785989952418
0.4044600469728352,0,0.8059302293882732
0.832290311184182,0,1.0714266175251517
-1.9176620228167902,0,-3.1909773055411503
1.8796394086479773,1,4.5852137614459885
1.329770563201687,1,1.6636201589640143
-1.1506435572868954,1,0.4804881355715819
-1.2727001311715975,0,-1.3686157364661407
-1.2663819605862647,0,-1.013231487350056
-0.7830310281618491,0,-0.5146966285341383
0.09902572652895136,0,-0.4567330115023367
-0.27221992543153695,1,0.000801952094385161
-0.8350834392078323,1,0.8765113937860416
0.4474115788895179,1,2.0553866936786376
-1.4420245573918327,0,-0.32819606926964484
-0.8314214058591274,1,-0.8439301625171625
-0.5345526268252332,1,1.912829777417501
-0.17572006313185629,1,0.37912859669141347
1.1407038455720544,1,2.042877939009684
-1.201304871366561,0,-1.773036920150588
0.05693775365444642,0,0.14207220734759862
0.36965827544816987,1,1.0389795745507326
-1.814198349120009,0,-4.470154501205511
0.43017940760575346,0,0.6480704458072047
-1.3179035052508339,1,0.9014217084474252
-1.739793628058882,1,-2.1077228393021166
1.795542149013333,1,4.954556586314265
1.8625281322982374,0,3.0408718365289245
1.2335893924658445,0,1.7881874124584933
-0.7815449233065173,1,-1.7572586573463165
-1.6093115439744645,1,1.0348129551306504
0.7369321060486276,1,2.395560710004191
-0.2393900250415948,1,0.4085150637512019
-1.5118470606208847,1,-2.999889481525686
-0.01929235955491926,1,0.9880247780442835
-1.8624459155391264,0,-4.674063079671728
1.6372816083151283,1,3.339376626647302
-0.9648800735999323,1,0.6624171535395595
0.6500891374159279,1,-0.10403417041748453
-0.7531556956423562,0,0.9073556864864156
0.08027208471124325,1,1.5058333237130834
0.1868411173731186,0,0.9790846119175437
-1.2605821778978918,1,-0.29271733545559153
1.8783385110582342,0,1.8980111657576404
1.1005312934444582,1,2.344337035637809
1.7579957662567565,0,2.4462147299297956
1.5793094017105953,0,0.5797909726027577
0.39159991524434057,0,1.3820653861263383
1.6874969400924673,1,5.202104411116494
-1.646029991792322,0,-2.2711370850643107
-1.2160685503234192,0,1.2599462545113482
-1.8190908443578477,1,-2.218454296808985
-0.6986786769469426,0,-0.5509865637582496
-0.44529084124207197,1,0.025394536083870323
-0.9146038729044164,1,1.9545492264170843
1.3149500366077174,1,1.0566919641156676
-0.5729866932256429,0,0.6412096048226735
-0.876261961250477,1,-0.19557614740455326
0.17078433263299386,0,-0.45781610464316264
-1.4363031001009494,0,-0.45127296419027885
1.2087879230161587,0,0.5030844164242994
-1.7017974252809167,1,-2.169095459297555
1.9475477464020692,0,4.826272737969285
1.0889790771866297,1,2.9430940592310737
-1.2051372738633104,1,0.46954571910014475
-1.9779115315055904,0,-4.523697277492023
1.2618457138193366,0,0.4939813253221086
0.8274293753904685,1,1.0631606274043413
0.9160286721639492,1,1.405253797382017
1.085081386743783,1,0.3509223789049102
-1.7038213930636386,0,-1.750065065017611
-0.5661370858229096,0,-0.005213308715366974
-1.5365237618994811,0,-3.529501842789887
1.452413703502374,0,0.6030109134639567
0.4931925073102317,0,-0.44414688467905167
-0.6764079005894033,1,0.472404653243145
-1.7457665988559055,0,-0.7710085244792513
-0.7560707131373512,0,0.02207006981355336
-0.6992667118930118,1,-0.3117334875398603
0.9184247133522563,1,1.3079782429332998
0.5502298854208525,0,-0.26879589333906667
1.5488509703053062,1,2.882557992638756
-0.11114029935220282,0,0.5798812753143858
-1.5216230162467932,0,-0.5523040859529695
0.85297914889198,0,0.2860159862054732
1.0431401944675898,1,2.9065025774677182
0.24510879027798493,0,0.9153855245909711
1.083868719818244,0,-0.07079055713792504
-0.024817614542437028,0,2.209848022990447
0.09093131752797623,1,1.0273704462745186
-0.2898359265658015,0,-0.8472983178165429
-1.8983234930236192,0,-1.767516671561997
-1.5684342920267822,0,0.14861428434771007
-1.874283257253063,0,-3.3251454477938722
0.5456416450551216,1,0.2775752657618331
-0.7425760756946933,1,0.3228896792788408
0.03428276465881108,0,0.714751873920671
1.630265895704372,0,3.444290015348118
-1.0028310834045002,0,0.06622867186134451
-0.35846830785748107,0,0.07869170433736974
1.0222045541721947,0,2.0320636387931064
-1.0848073380335101,1,-0.2511408862332708
-1.692080360684828,1,-0.6914087145907639
-0.8409941883449279,1,0.11453170681593045
-1.3551148509839823,1,-0.11320031021685989
1.7187906093702923,1,3.1252984160410078
1.2324815182576678,1,1.5802241198318714
0.5336150260416939,0,-0.30141441322965573
1.4858423607508708,1,3.6850215670306268
1.2146883075964579,0,0.1631906342584971
-1.2537197644558566,0,-1.7255389199409206
1.570235993959911,1,4.756812749276724
0.1573689676626029,0,0.9797961852656153
1.2297606206562501,0,-1.4552233284905762
1.584365199693973,1,2.123288389428051
-0.7279861001125445,0,-2.004892463696105
-1.559792301889293,0,-2.8481406131715525
-1.0882593498322333,1,-3.082932017726604
-0.29156884549497475,1,0.5506169398610441
1.2720590636899725,1,0.5872393576529211
1.4429223330253738,0,1.5620053403824394
-1.9721914778752372,0,-5.460579315483852
0.042989210310262926,1,0.7829515767543438
-0.33035598740488403,1,0.26705700858464715
-1.111568758117079,1,1.515234065375778
-1.5205385306652688,0,-0.3464141314408542
-0.6495393143854882,0,0.6483248556419112
1.7716388156500766,1,3.1537112204426037
-0.7071882719169791,0,1.8085425748719945
0.07516248697346439,1,-0.8528229663836102
0.8120758355807114,0,-1.1357899559559907
-0.5454815904828241,1,0.5350628313330678
1.8871283308838427,1,6.314309141986554
1.849789179768445,1,3.6623914180968287
-0.9928708166985434,0,-0.6726275249676377
-0.011005976430458198,1,-0.7419110226971208
-0.7964867607329214,1,1.3932875052282894
-0.8606380224901296,0,0.6344399069251629
-1.8524522105818688,1,-1.689343029057191
0.4382573359195874,1,0.11286725919710072
0.010716092915445952,1,-0.006706153083630206
-1.7940849950000426,1,-3.480469688297401
-0.8854141430535543,0,-0.2631913392497195
1.6330635438666148,0,1.0971984267074528
-1.0417524373321103,0,-1.7426964530849047
-1.4204205116351076,1,-1.1566069730873774
-0.04218895888974794,1,0.21080627857774392
1.9426018164424028,1,3.827421473624425
-1.0317789139539983,0,-0.08275466990150371
0.6885421896235142,0,0.24226340491431658
1.0464784613148703,1,0.9848522349973048
-1.0494498240304013,0,-0.39489019483794285
0.9128653944474383,0,-0.6111710723161188
-0.5288674691229871,1,0.7313162968331952
0.5292233223743179,0,0.22471421905916245
0.5341188430435788,0,-1.4268593628331803
0.1430987362990339,0,0.9971588885498415
-1.6388409197823668,0,-3.082232816147082
1.3412099823569519,1,1.9966237093275723
-0.7168797401130567,0,0.9802035549093135
-1.253925958400583,0,-0.0601161371982446
-1.8368994337809443,0,-3.064699214330674
0.36357177275296726,1,0.3615302616073853
0.7102574473691297,0,1.1266621479995589
-1.9336486842885754,1,-2.2402585634753547
0.048372233197123915,0,-0.6183084276042691
-1.0940168992082482,0,-1.4495932778415392
0.5806911616377994,0,-1.974450005765643
-1.3025342839800342,1,-0.25090510040495795
0.7637509524098638,1,0.8400561459309283
-0.45305861479785037,0,1.0896934913818086
1.746919954946938,1,3.72461852443668
-1.449916223416027,1,0.5101808893094166
-0.635734595798966,0,-0.825832990699449
-1.5461059150376437,1,-0.009789086886676124
1.6987744731142511,0,1.9222747908114808
1.509357413523924,1,3.196874754781317
-0.9682334891393776,1,-1.212606265087005
0.6399361841367162,1,1.0661680948092227
1.2688888008048633,1,-0.2631824696799425
0.22080324639784932,0,-0.26175495707656565
0.11860231342402594,1,1.1411881541176603
-1.0325908363981933,0,-1.071465358138128
-1.6275889287764032,0,-3.206216372478477
1.588863031813307,1,3.551649497733417
1.6016722286533218,1,2.6509652817567053
0.5324058290930718,1,0.2858861574910118
-0.6438808358051973,0,-0.09157495203993563
-0.6031617015493564,1,3.2269528105851695
0.9038227154809575,1,2.222667204779297
1.5884410398103084,0,3.1665071518112287
1.5483456970604692,0,2.291528485380201
1.1195021834304955,0,0.8680129971981285
0.568126584617151,0,-2.3043957998239537
-1.6634401400198047,1,-2.280377309640026
-1.353485143621545,1,-1.0203140418513212
1.594216754108317,1,0.8509804452546814
0.4257162386383597,1,-0.4188385945895494
-1.9632117935334814,0,-5.764142454461828
-1.5941138285358716,1,-1.3638039881407975
0.6540070764322232,0,0.9586336429528679
-1.9797536646151253,1,-2.0729730617268345
-1.3567677943300054,0,-0.8339974018193774
0.1949351574663445,1,-0.25969260092488666
0.767580790770773,0,-1.7059434296051168
0.6078450380104021,0,-1.6445767473066915
-1.1029227621577609,1,-1.2398014982434797
0.8487168853901434,0,-0.5831856754119007
-1.0510036500127997,1,-0.040222371224272635
-0.6984012073629291,0,-1.184491787440145
0.9859656204720966,1,1.5182183879570836
0.5985315961888587,0,-0.12506450185180512
1.3968936419767117,0,1.3734332680315737
0.6304515692013735,0,1.265543087140716
0.2732344133418865,0,-1.1700322973041262
-1.62530092868763,0,-1.727995414680225
-0.5291367877622659,0,-0.08804860606071613
-0.9391905292730982,0,-0.7477063320954889
-1.0240414264836657,0,0.3483202480051082
1.8920422190097823,1,4.965602998419774
-0.4276091013329584,1,-0.2855848604851631
1.5681862207084531,0,1.746087483762969
0.5245545039890516,1,1.0533792165753533
1.1792452141665937,1,1.2469338144426896
0.010548372420768448,0,0.5850219191367972
0.30761553850543644,1,0.9957464348375473
-0.0299292247245444,0,1.8325478356774003
-1.219028048807822,1,-1.736034886020125
0.8898084610460213,0,0.22982098221829236
-0.8769105502365768,1,-0.5456623909268532
-1.9027361342741846,1,-2.1402300582252898
0.5818891836286713,0,-1.5186594995723939
-1.2915572823718042,0,-0.7309236946792232
1.7618343374116572,1,2.8043715201427393
1.8157143080103495,0,2.2588783476366383
1.659457560881794,1,1.5384084111864074
-0.5193651989782224,1,0.16487721490290747
-1.9381735338845303,1,-1.8558900425516263
1.7132742503509015,1,3.189305685833179
-0.2872634067307427,1,1.3158278916724027
1.8666192761746783,1,5.616542282097981
1.8544799083570114,0,3.4526225523867318
1.4120378218694403,0,0.8488968056553705
-0.8222044317216572,0,0.18933884278345214
-0.45960908559229896,1,0.10715982450686978
1.4045466860674276,1,1.580988032680231
-0.7323119793748893,0,-1.7162552395586046
-1.32202901325563,1,0.4709623064111733
0.22720504983340062,0,-0.3801381708093603
1.7446190966431239,0,2.8371431476880065
0.784119186699892,1,-0.09490687166984768
0.28024468035745986,0,0.4469524292775945
-1.6112940249169259,1,-2.153617146117925
0.46002890679667896,0,-0.09303154610798027
1.960215400417053,1,5.343835391015528
-1.4396639390539039,1,-0.0011876477255891027
0.07331860945494695,0,-0.021833006080528673
1.5094922877118218,1,0.6516085988984852
0.9630744710168178,1,4.13944234474054
0.7880629639810719,0,1.99056955661865
0.8099363359484371,0,0.9883326748363542
-0.5620353951209793,1,-0.14197271565200154
-0.8256326229420266,0,-0.39499633807551765
1.2374446219140545,0,0.40400998358312523
1.240453578716723,0,2.2182144557598895
1.4682892743204148,0,1.845225780781104
1.6529622102258852,1,2.1740172980026835
0.04536959544375119,0,-0.47070840473282455
0.0060651787487984166,0,1.1211882541279299
1.1931807158671006,0,2.4494517392810247
0.5998557231110606,0,1.6362536726989552
0.8078675090308134,1,1.7206593944519286
1.1831706777444042,0,0.5755312188313756
1.5600213672702652,1,-0.6432278251773886
-0.6480193725938568,0,0.16109892549895263
-0.49766818944022395,0,-0.06345840155012542
-1.624072240636524,1,-1.3018530169731002
0.3131205639846959,0,0.06924721965810676
-1.8562309048130317,1,-3.824170427572967
-0.13760792747015937,1,1.256105689004988
0.1705785388303065,0,0.6346979791372951
-0.8538349914868624,0,0.3711013302062329
0.363333042276043,1,1.6705589644577568
-1.8779990002438023,0,-2.707687142044986
-1.8506072450031423,0,-3.5789603789572726
1.290402242638633,0,1.0035120231602115
-0.5592374343549484,0,0.003675089889182581
-1.4917579493924609,1,-0.8521361957919148
0.08897304021921748,0,0.9985698202461163
1.0799742123944434,0,1.2734796361051013
-1.1367158900126273,1,2.0429550582924425
0.491561903276001,0,2.265857794317943
-1.658610140024928,0,-2.201758378782477
-1.7932731153255692,1,-6.020084914381625
0.12541852627259198,0,1.237818870716731
0.16254048644042607,1,0.1617707728676233
0.5497196059928262,1,-0.018423585760624972
0.9043653348906462,0,-0.028615625703241165
1.9034083178501384,1,3.701346121537595
0.06520139320478124,0,0.6124084028934363
-0.7081741082350161,0,-1.7370141786074655
1.1807447790748147,1,0.4453517818023096
-0.9166709949517031,1,0.6580257839142443
-0.24411431717745558,0,0.615670424648305
-1.6861744746309362,1,-1.055510801384937
-1.89859702633817,1,-3.508944784928752
1.8505936587117002,1,2.8905955242446604
1.3439204820488233,1,1.4070075167524232
0.7838968243747919,0,0.4807227905273106
-0.3641882223429205,0,1.461325669864397
-1.306822719716617,1,-2.463323710582931
-1.3742518293156558,0,-1.518412833452543
-0.9990284073416187,1,-1.1312224675674845
0.19690665882448188,0,-1.6484254219958514
0.8583836908002493,0,1.283194879874849
0.6407895068709251,0,0.6761822461551482
-0.8802644122162286,1,0.8083902824214053
1.8194611226527764,0,3.9326331664267475
0.951587666783074,1,0.65112150111974
0.21741621004560274,0,-0.4274989050385959
0.44688298493740897,0,2.230352866408649
-0.32159975028884036,0,-0.26320200636745505
-1.0090760419953702,1,0.9213941144361989
-0.5761092853949537,0,-0.08922434476314094
1.0313844418574765,0,-1.299688935932303
-1.9424260454809765,0,-5.709034135476383
-1.535709437972335,0,-2.3898954597013833
-1.815989431912989,1,-1.238299718590502
-1.8370847907241195,1,-1.611679187898529
1.4218423360440289,0,2.351300726599905
0.8146314375200947,1,-0.016741538018846813
-0.10330468365069922,1,2.3153212636823324
-1.608663357395994,0,-3.0463410467230707
-0.03353649953267057,1,0.9128055394730997
-0.10611291687773727,1,0.6890502969632007
-1.3071925203599393,0,-1.2907079235508192
-0.26459340304810786,0,1.3293300900205063
-0.40598106241050624,1,-0.03856754598961154
0.46340039220886586,1,-0.5998499733256822
0.5403746034705752,0,0.09889145145621825
-1.818783960911822,0,-3.4080727585643
-0.5015495414941151,0,3.3143000383529357
0.5034396628569455,1,1.4403062438195646
0.012545034320350812,1,0.29066041193686687
1.425959364753289,1,1.0936328761464356
0.63477452647578,0,-1.752400799493731
-1.3482622916742812,1,-1.5506622377295873
-1.7177250103982806,1,-1.7192000814875208
0.5696771128252625,0,1.5197678816523186
-1.8939547578335127,0,-2.2751799139346343
0.3431023250938532,1,0.9492896982013987
1.7609209656998304,1,3.1070017489052235
0.3018967115035158,0,0.2825700347583899
-0.44732029517391236,1,0.1366086254254648
0.5731528737694127,0,1.812505563690268
-0.16698843803393348,1,0.5084815708689416
0.18246715726373974,1,0.6166996965584577
1.7658592351061007,1,1.2373806584310674
-0.455589448796903,1,0.4572836827845199
1.8447622552956568,1,4.675483423508561
1.621402567824255,0,1.0635675531254793
-1.2168354608428142,1,-0.9515974947089265
-1.7225547964993382,0,-1.7628669951710527
-1.5968879944902934,0,-3.512730350279451
-1.927112697393801,0,-2.520619244421117
-1.6222281569762864,0,-2.66669132263793
0.7320270936654274,1,0.5075651404690882
-1.715245406159084,0,-3.6470616896550725
-0.7240974788249548,1,0.888217894017292
1.3795012438778183,1,4.472483753157096
-1.9069122570566965,0,-2.6855689686309843
1.2578739303557431,1,0.8308482541288603
-0.8725809009064003,0,0.8034301583820577
-1.527340689513375,0,-2.0981464967383534
0.7869486614566026,1,2.3181589897854433
0.515771387119536,0,0.8752791862839567
1.5098880541082118,0,-1.2220489088295197
0.9402841752155431,1,0.11158912675245758
1.2139237215393943,1,2.5388107770952906
-0.8718617097147741,0,-0.17971244628775573
-1.2902418248811087,1,-1.3977041920492945
1.0024590065634333,1,0.5701080718557097
1.227338957069056,1,-0.2818289025655485
1.9620205680026932,0,3.688050040780462
-0.3495292923542941,1,2.8893386022758234
-0.5119276568288673,1,1.4378529692055406
1.1056518429679874,1,3.566227892937402
-0.6367858389879286,1,1.4532899693205028
1.723029302414259,0,3.5851698654623076
1.4336510073720472,0,3.4474097220799838
-0.2840238904999266,0,0.3658072167308344
1.0034842711659895,0,0.3180173166102207
1.0181714963387294,1,2.2604130661927284
-1.5875045246562696,0,-0.5465508906255305
1.6102116267182667,1,2.3074988018750298
0.02100948979142858,1,-0.021564445559695056
1.3058298644309665,0,1.252201113106715
-0.719801595877553,0,0.6450291034678504
1.582092913984802,1,3.478094560237641
-0.44319328506334754,1,-0.7676936765169372
-1.9566493940788066,0,-1.833887388655019
1.6215279056770546,0,1.4906194986995795
