SE_Y0_r,SE_Y0_p,SE_Y1_r,SE_Y1_p,SE_A_r,SE_A_p,SE_S_r,SE_S_p
0.0039773264014872425,0.8589107198007391,-0.006122778222559555,0.7843533404057448,0.01616121888980933,0.47008116142167766,-0.02630393352242904,0.23966854110029448
0.03662823561115863,0.1015072699974099,0.0682476371790266,0.0022597779822539237,-0.01917934117122239,0.391296332289519,0.016728892436880832,0.4546270062678582
0.0024361896902873005,0.9132962712789904,-0.0019204145784990946,0.9316016077383534,-0.0020908911393185334,0.9255467551387732,0.009087831543304989,0.6846144014184766
0.0357088348406269,0.11038648809358197,-0.0010512644512960774,0.9625255043389603,-0.015904199927711964,0.4771723981476509,-0.054249466252617826,0.01525029480464574
0.007295682245463903,0.7443689815485008,-0.00937053108316977,0.6753549269968615,0.016393525983425743,0.4637221094961433,0.02038906042068958,0.3621103693532117
0.05109601155668711,0.022304196021941933,-0.014375485589696032,0.520533961947294,0.01898382968725539,0.39614378141240697,2.3482837380690846e-05,0.9991625980782397
0.003263878387655069,0.8840206888505506,0.023906724450961692,0.2852384379198687,-0.012776735153329031,0.5679596150688175,0.021161282816330236,0.3442120397995597
0.007892904302762576,0.7242637035893712,0.03592030354807735,0.108291762899926,-0.014563803422567072,0.5150849467626055,0.01908331403252101,0.3936726861427071
0.02578002003220963,0.24916155425238368,-0.0018017256877330898,0.9358194644251122,-0.00972510325272149,0.6638105331787937,-0.0026873264106947034,0.9043992010103825
-0.00996060258670632,0.6561866113535734,-0.01709067670741784,0.4449290719974015,0.03493695562981276,0.11830491271505739,-0.030700591709823557,0.16992733337081148
0.00446154418383417,0.8419478470645294,0.04151503282772822,0.0634181828220748,-0.021236916369508495,0.3424898866238034,-0.00949323327576116,0.6713510946710617
0.034112663876353984,0.12724543232787175,0.017803708493214554,0.4261649500631431,-0.017116679832623438,0.4442366069530464,-0.007609384760520001,0.7337855854981244
0.047697474086260835,0.032926667730106836,-0.029683865970314832,0.18452015815592696,0.034872527926218116,0.11898548436434984,-0.009040330043757452,0.6861749598591899
-0.018815054144494775,0.4003573503526158,0.006093576017941171,0.7853566332769157,-0.04392954529746227,0.049494265638374835,-0.0016049643796372422,0.9428156969681408
