SE_Y0_r,SE_Y0_p,SE_Y1_r,SE_Y1_p,SE_A_r,SE_A_p,SE_S_r,SE_S_p
0.05091786754832302,0.0227760878910978,-0.06628316524872863,0.0030201280453285282,0.2188617441591715,4.082025951899402e-23,0.020585658318742876,0.3574993043535379
0.004926145929220735,0.8257406683087009,-0.06886442202005041,0.0020599942039120807,0.22647742316844185,1.1170048654737348e-24,-0.009507170338299321,0.6708969077842707
-0.022837215313872835,0.30734639094235144,0.10628878239251226,1.8987991951551547e-06,0.1444531757480198,8.573922020343979e-11,-0.015910249681912673,0.47700481385468746
-0.029801314082228414,0.1827885793562053,0.044710065858319596,0.0455818919204066,0.23301101658177997,4.579678615372177e-26,-0.0015221472580553186,0.9457617716184354
-0.00857354988186317,0.7015802695644466,0.03287600759551999,0.14163276564840474,0.14729737033907897,3.6076702815876694e-11,0.018193613111018407,0.4161023999656078
-0.012604217215755342,0.5731981387909193,0.07382199355970268,0.0009536189256377206,0.132587338882885,2.6476555043287897e-09,0.019979643620747573,0.37183181387751163
-0.07085622976964807,0.0015202411286720648,0.04981847760161851,0.02588447564331358,0.12027038186189215,6.856732426498409e-08,0.0018893996352865915,0.9327036078924591
-0.021392843359863644,0.33895688285506975,0.12720792091927635,1.1393650533905977e-08,0.10195142267005683,4.913120724089339e-06,0.012539427144881637,0.5751713934096067
-0.007278973475990304,0.7449340618437267,0.05420237554515377,0.01533916870733443,0.07623224165758204,0.0006447772732513034,-0.04792190716205144,0.032111151813567926
-0.009466067320087639,0.6722367350178113,0.09302408770644494,3.091763624294378e-05,0.09256206889354712,3.386051299778746e-05,0.047978922391863896,0.031906754015901956
0.012843155401711116,0.5659488787458905,-0.02360021854199912,0.2914614831172422,0.05559219999280997,0.012899662426521432,0.018446452500532694,0.4096527661808911
0.0143942219599625,0.5199904946606088,0.08927588593074132,6.387236321422697e-05,0.15960571337204726,7.002295204979013e-13,0.02078532703639273,0.3528542034143447
0.012772893116996992,0.5680760292368232,0.04050211557127408,0.07015318454693863,0.1980164669096844,3.9384921926626206e-19,-0.02388138821238808,0.2857494143399934
0.017278065500373047,0.43995266542250133,0.09971114269788608,7.911409775168895e-06,0.17055417302819673,1.6036961915063534e-14,-0.015071437430905785,0.5005452721192758
0.06085997433256107,0.006477766128624225,0.13204294014864165,3.0773422686345573e-09,0.16119501940877698,4.111923909192553e-13,0.013614429624134365,0.5428536797688324
-0.018444232278454528,0.409709141629614,0.0005970318083377592,0.9787122659059851,0.07988068279161928,0.0003490856891878038,-0.00398868409117388,0.8585120646402898
-0.03543642398509573,0.1131318673650635,0.009704798076759622,0.664469527126207,0.17678400175569758,1.6672604046268508e-15,0.04733453290360756,0.03428296179374855
-0.029696033676710965,0.1843402040527092,0.08992419568930937,5.6450048107385e-05,0.08153273401744945,0.00026218598379022996,0.006742922036880981,0.7631342422048523
-0.046373707367679456,0.038105850349859936,0.03970546536035515,0.07585293471005239,0.22981468781451403,2.2124438081241213e-25,0.02655066970224008,0.23528721294419508
0.018436221525929174,0.4099125874252813,0.015344250197390157,0.49282214801911667,0.19797056293257703,4.0145462838551063e-19,0.020077209657559183,0.3695005918632934
-0.02808650750851728,0.20928671220718068,0.016966432744033456,0.4482461758287555,0.14591818635825662,5.5010713072327655e-11,-0.0007671522244312931,0.9726485729369289
-0.008990239852062546,0.6878220137215658,0.05185043251976573,0.02039872168148605,0.15609580183951893,2.226299101322568e-12,-0.02312874153271312,0.30121078150907854
-0.007216360400630249,0.747052815596137,0.09577493629808259,1.7837311681906713e-05,0.108994929433317,1.0294892765854144e-06,0.021635558934076343,0.3335040947301843
-0.03360727866573701,0.1329814574636719,0.13377490203254522,1.9031113308204176e-09,0.14133318211812793,2.173513090483319e-10,-0.013282233484645582,0.5527433094395142
-0.015124736511463073,0.49903139208261105,-0.023469243142469558,0.29414830746556747,0.1502124698944327,1.4597351937272454e-11,-0.033134703499174224,0.13852416819499672
-0.05846493353838067,0.008916638624180432,-0.010810329864231128,0.6289789245892867,0.15496459459115197,3.2141909462897312e-12,-0.03955894852458212,0.07694123878606224
-0.03163013998259979,0.1573582896173734,0.061514950082674685,0.005924723209652006,0.19588110341731946,9.540630665679895e-19,-0.05409699477634969,0.015539705246352767
0.06471523575965094,0.0037870062885042004,0.08053628082471159,0.00031179531859486367,0.14582713564695654,5.6556475313206566e-11,-0.00633308012616719,0.7771387192338511
-0.04705936475507615,0.03534278994855056,-0.03265492567187441,0.14433158124310494,0.21935731187126892,3.242957584391001e-23,0.02759268909952608,0.21740943263404822
0.06727235749049221,0.0026121275988150784,0.07088314443926366,0.0015139344504644008,0.14855377168414946,2.4480110805949178e-11,0.00499894582970329,0.8232076401659391
-0.011131434966093276,0.6188244503002175,0.07491516957147265,0.0007996208195074054,0.17658088553442003,1.7973438887842358e-15,-0.0011477068036232106,0.9590905025579306
0.03287705803608462,0.1416200357160646,0.05048495897248009,0.023959113570891345,0.17378794092186617,5.0043432720467065e-15,0.013102607636978816,0.5581273899036199
-0.028393618851890647,0.20434718051777245,0.10135214350615253,5.586323839670447e-06,0.16233277246015596,2.7996557929037974e-13,-0.03465091434808776,0.12134989906626598
-0.02191837726326692,0.3272221256345298,0.12101096023589264,5.6877281174490263e-08,0.09897304487021519,9.235782095060895e-06,0.0370560590266141,0.097574018221312
-0.0124492950432684,0.5779217928286744,0.015959861788745804,0.47563172383939906,0.1340742847640929,1.750309598894834e-09,-0.017361388319746686,0.4377501864331221
0.015749306637703048,0.4814740460872073,0.04499452071561604,0.044222350839125533,0.06482780412721463,0.0037265550862542753,0.06371861457248149,0.004362329442630687
0.028698650007908628,0.19952553899454703,0.016529568994345503,0.46002048277174473,0.16822417929803093,3.6600649364116263e-14,0.020043857445623217,0.3702964791606737
0.03638534220838825,0.10379587576337128,0.11987644806067727,7.57009368985723e-08,0.0884308575724327,7.493856271002687e-05,-0.024439215873517633,0.2746420237673832
0.01733853129815435,0.4383537362337556,0.07224951786232944,0.0012236781913988403,0.11644100871676336,1.7708105211653972e-07,-0.00298000850849556,0.8940454838822924
-0.031153182819185686,0.16371667066963366,0.05225675682087751,0.0194324749895181,0.17907073859458994,7.111987831967631e-16,-0.03994237985956074,0.07411975219390315
0.0031397611503819166,0.8884016728198636,0.020868942693899453,0.35092035113503134,0.2781045236473175,7.594140086297435e-37,-0.03190914306903697,0.15372656200041795
0.020560370547407673,0.3580903324666973,0.11469314712493787,2.70376579137452e-07,0.22176015984321132,1.0541983986257057e-23,0.027932063723479658,0.2118031698195902
0.027201906871443776,0.22399607684340123,0.0103731160195513,0.642918372454938,0.21421049427694594,3.443103519460124e-22,-0.003519200699346879,0.8750198206573543
0.0241549975367086,0.2802639844621078,0.04709490432169394,0.03520435468628236,0.18794438095656943,2.3405594840930737e-17,0.042223134602910856,0.05903435550520842
0.007510333928816799,0.737121920399171,0.022938676641444194,0.30520166959435346,0.13284362358561097,2.466164287197195e-09,-0.013002184266529986,0.5611485316686534
0.010849740889412537,0.6277287755497416,0.05513160504767864,0.013667161137599792,0.13839708620176244,5.120464343753288e-10,-0.049994415842969354,0.02536365534716235
-0.009972040756643154,0.6558172200003912,0.10458524639376333,2.7706430038917246e-06,0.15614919134722513,2.1878983766523343e-12,0.004990464532487807,0.8235026475573076
-0.0072505449408657024,0.7458958125514333,0.001865502391865212,0.9335527952057223,0.1642184077305401,1.4716091317445663e-13,-0.012231478696158463,0.5845939057337743
-0.007676841926265992,0.7315162894935993,-0.014439073595148628,0.5186907165580191,0.16118632752001938,4.1239729870008814e-13,0.006294487177855721,0.7784612719608053
-0.0062439308708348105,0.780194770400282,0.10194759914172355,4.917158787080861e-06,0.17010524334325766,1.881758611212232e-14,0.03221572762944469,0.14980962643534307
0.003445836528055953,0.8776045239462879,0.004616603084700374,0.8365309662149193,0.19584036342320282,9.702089173293498e-19,0.052786585250616316,0.018232710625588237
0.007032264429064728,0.7532934278447595,0.041781105281575304,0.06174041069291553,0.13328179903265475,2.183529633694827e-09,-0.032146883561974704,0.1506824891205369
-0.040196715120416254,0.07229526454078566,0.12950272815037664,6.158033027900469e-09,0.14967161480998403,1.7288822864789075e-11,-0.019287264443977593,0.38863599980633845
0.00928764480467291,0.6780647591105414,0.04912044859953763,0.02804288441375194,0.15587527966047462,2.3920315646418194e-12,0.030586746857236162,0.17151699321729327
0.010980607220121653,0.6235852594097044,-0.029946388052997812,0.1806663553628143,0.17766800176242953,1.2010170645996315e-15,0.010079626187102193,0.652346915498604
-0.0017274612171118177,0.9384595302458058,0.0697777625600196,0.001793758584672036,0.206117608782889,1.2513845155136023e-20,0.021531802912189524,0.3358280938504815
0.03276325162592501,0.14300433167582405,0.07446306530773543,0.0008602773678194334,0.19850897272255652,3.206868984183716e-19,-0.026167702046978235,0.24211210414829085
0.02987810352622177,0.18166297113983831,0.12980675476711284,5.67136808373211e-09,0.12325501888926305,3.206281060083323e-08,0.03137721425745224,0.1607063853864306
-0.018232042297485204,0.41511827479025504,0.08162251609983322,0.00025809972013920377,0.14758086937456877,3.3063649289482137e-11,-0.027593915938702692,0.21738897576747546
0.02671412465434341,0.23241609808185795,0.024673958555053638,0.27005712217139477,0.17212504265133857,9.133837660935313e-15,0.012152107367672093,0.5870340630020446
-0.006602392674552517,0.7679277280516608,0.11594953661876839,1.9958303862680015e-07,0.16894455302832007,2.8394325523257917e-14,0.007983645451608241,0.7212251020128959
-0.009863375859204587,0.6593298962120216,0.03534558926111456,0.11405916572775783,0.21668510636220345,1.1140869434331428e-22,-0.050455727552095875,0.02404088064545166
0.04491975534747447,0.04457633336602633,-0.03581817338422112,0.1092994653234643,0.16280899497670748,2.3816291821160653e-13,0.03385565628651567,0.1301379075884398
0.015199886708634688,0.496901001299389,0.081008507224988,0.0002872810634741705,0.07762229808269451,0.0005119065401393274,-0.0037568511031770644,0.8666564084497851
-0.05493921534377454,0.013999497422186409,-0.04078100121423548,0.06824280822629603,-0.0010130579766349799,0.9638865058992313,-0.017404805602068394,0.436605050390014
-0.029299662211705147,0.1902693481177981,0.02392025150086359,0.2849658799187756,0.13774730312701783,6.174756631856549e-10,0.016406926215254802,0.46335676493360173
-0.042468230106094254,0.0575767964194571,-0.023997534809991915,0.28341206629413,0.19761536312558908,4.654169977293562e-19,-0.01597224681110996,0.4752892878072538
-0.0444443031802354,0.046883728862462525,0.06757983390434075,0.002495967887232843,0.23120700847039527,1.117320034806471e-25,0.006380097269809787,0.7755283473675016
-0.0005730034387400281,0.9795688290955129,0.059447389408369494,0.007831297524899096,0.17933084909632668,6.450461580109827e-16,-0.012852108576325547,0.5656781012186811
-0.012907634751028161,0.5640001718220139,0.0038865155038930515,0.862099468722927,0.13296134487833366,2.386912987309885e-09,0.009403629068009643,0.6742740133695604
0.024437473087967773,0.2746762606311686,0.11356580195389582,3.5407572992101235e-07,0.27388671111516494,9.55952778102061e-36,-0.016250395460860816,0.46763441315994864
-0.011297661672101045,0.6135960382888189,-0.02773614372252527,0.21502677342486037,0.10374795454752862,3.329019682346926e-06,-0.023512964307161176,0.2932495739928291
0.027317428803964802,0.22203427928220543,0.0598332000278952,0.0074385064129105505,0.18248419549083883,1.9520160833101694e-16,-0.02423492769997012,0.2786750937391589
-0.06182505469814897,0.0056780218663165715,0.06318593190207625,0.004701288185510346,0.15235387956300414,7.424712931451037e-12,-0.002320054574050153,0.9174143562906167
0.006230300296653755,0.7806623292843067,0.05736851903515659,0.010284689383858054,0.15187823958511226,8.634817884770094e-12,-0.027412014725238933,0.22043719771982362
-0.05890953756154096,0.008409857343396323,-0.014686465537487908,0.5115516815069701,0.21161708071378285,1.1066588984454965e-21,0.028594096322188674,0.20116878047006917
-0.0009258001020682411,0.9669952178828388,0.08105431636825436,0.0002850015670873852,0.1291516690252655,6.7705651923142954e-09,-0.009028204762822198,0.6865735242317078
0.03591914475790949,0.1083031551519887,0.09168661229226552,4.0180682735212364e-05,0.15100164638950028,1.1391012732257847e-11,0.021528941402781485,0.33589233517452377
-0.01949519345630115,0.38354162594694496,0.1327599395644229,2.524052575653844e-09,0.10809118271605943,1.265071198262434e-06,-0.0254443048969364,0.25538086686291195
0.03212143911394321,0.15100607371386598,-0.0012782957541172969,0.9544405175948428,0.1539977840933951,4.389872449431668e-12,-0.017777451156930232,0.4268476518823453
0.00773404861745056,0.7295936615805011,-0.03045898276846993,0.1733142302954375,0.21076771519192117,1.6167430656123647e-21,-0.019660148510086996,0.3795293455026515
-0.00040076199298038663,0.9857095209942532,0.1583010846881378,1.079652266009781e-12,0.17283876419767022,7.060199240902519e-15,0.012529211690046945,0.5754828092063168
